title,total_sales,Publisher,Developer,Platform,Japan_sales,Na_sales,Other_sales,Pal_sales
Dragon Age: Origins,2.56,Electronic Arts,BioWare Edmonton,X box,0.03,1.76,0.22,0.55
FIFA 16,2.55,EA Sports,EA Canada,Play Station ,0.05,0.43,0.38,1.68
Crazy Taxi,2.52,Acclaim Entertainment,Hitmaker,Play Station ,0.06,1.13,0.22,1.12
Tomb Raider (2013),2.51,Square Enix,Crystal Dynamics,Play Station ,0.08,0.6,0.38,1.45
Midnight Club: Los Angeles,2.5,Rockstar Games,Rockstar San Diego,Play Station ,0.05,1.59,0.33,0.54
PES 2009: Pro Evolution Soccer,2.5,Konami,Konami,Play Station ,0.26,0.13,2.05,0.07
NBA 2K15,2.49,2K Sports,Visual Concepts,Play Station ,0.01,1.49,0.44,0.55
Saints Row: The Third,2.48,THQ,Volition Inc.,Play Station ,0.18,0.86,0.37,1.06
Tomb Raider: The Last Revelation,2.48,Eidos Interactive,Core Design Ltd.,Play Station ,0.06,1.15,0.13,1.14
Pure,2.47,Disney Interactive Studios,Black Rock Studio,X box,0,1.38,0.25,0.84
Minecraft,2.47,Sony Computer Entertainment America,4J Studios,Play Station,1.25,0.22,0.27,0.73
Resistance 2,2.47,Sony Computer Entertainment,Insomniac Games,Play Station ,0.1,1.15,0.38,0.84
Dying Light,2.45,Warner Bros. Interactive,Techland,Play Station ,0.13,1.18,0.4,0.74
Sonic Adventure,2.42,Sega,Sonic Team,DC,0.46,1.26,0.08,0.61
Tom Clancy's Rainbow Six: Vegas 2,2.42,Ubisoft,Ubisoft Montreal,X box,0.02,1.56,0.23,0.61
Kinect: Disneyland Adventures,2.41,Microsoft Studios,Frontier Developments,X box,0.02,1.73,0.23,0.43
Pro Evolution Soccer 2011,2.41,Konami,Konami,Play Station ,0.54,0.29,0.41,1.18
Halo: Combat Evolved Anniversary,2.41,Microsoft Studios,343 Industries,X box,0.04,1.44,0.22,0.71
Need for Speed: ProStreet,2.41,Electronic Arts,EA Black Box,Play Station ,0.04,0.69,1.68,0
Forza Motorsport 5,2.4,Microsoft Studios,Turn 10 Studios,X box,0.01,1.28,0.21,0.9
Midnight Club: Los Angeles,2.4,Rockstar Games,Rockstar San Diego,X box,0.01,1.72,0.22,0.45
Batman: Arkham Origins,2.4,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,Play Station ,0.04,1.08,0.4,0.88
WCW/nWo Revenge,2.38,THQ,Aki Corp.,Nintendo,0.03,1.94,0.02,0.39
Ratchet & Clank (2016),2.38,Sony Interactive Entertainment,Insomniac Games,Play Station ,0.06,0.97,0.39,0.97
The Incredibles,2.37,THQ,Heavy Iron Studios,Play Station ,0.04,0.96,0.3,1.08
Tony Hawk's Underground 2,2.37,Activision,Neversoft Entertainment,Play Station ,0.01,1.25,0.26,0.86
Uncharted: The Lost Legacy,2.37,Sony Interactive Entertainment,Naughty Dog,Play Station ,0.04,0.58,0.36,1.38
WWE SmackDown vs Raw 2008,2.34,THQ,Yuke's Media Creations,Play Station ,0.01,0.92,1.41,0
Dragon Age: Inquisition,2.34,Electronic Arts,BioWare Edmonton,Play Station ,0.08,1.07,0.38,0.8
Kinect Sports: Season Two,2.33,Microsoft Studios,Rare Ltd.,X box,0.02,1.38,0.21,0.72
Grand Theft Auto,2.32,Take-Two Interactive,DMA Design,Play Station ,0.04,0.79,0.14,1.35
James Bond 007: Everything or Nothing,2.31,Electronic Arts,EA Redwood Shores,Play Station ,0.09,0.85,0.32,1.06
The Sims 3,2.31,Electronic Arts,The Sims Studio,X box,0,1.28,0.2,0.82
Cool Boarders 3,2.31,989 Studios,Idol MinNintendo Digital Entertainment,Play Station ,0.1,1.65,0.1,0.46
Dead Island,2.29,Deep Silver,Techland,Play Station ,0.15,1.08,0.32,0.74
Pro Evolution Soccer 2010,2.28,Konami,Konami,Play Station ,0.46,0.3,0.26,1.27
FIFA Soccer 09,2.28,Electronic Arts,EA Canada,Play Station ,0.01,0.38,1.82,0.07
BorderlanNintendo 2,2.27,2K Games,Gearbox Software,Play Station ,0.1,1.06,0.36,0.75
No Man's Sky,2.26,Hello Games,Hello Games,Play Station ,0.04,0.89,0.37,0.97
Cool Boarders 2,2.25,Sony Computer Entertainment,UEP Systems,Play Station ,0.2,1.52,0.08,0.46
Guitar Hero III: LegenNintendo of Rock,2.25,RedOctane,Neversoft,Play Station ,0.02,1.4,0.3,0.53
Sonic Advance,2.24,Sega,Dimps Corporation / Sonic Team,GBA,0.22,1.19,0.13,0.71
Teenage Mutant Ninja Turtles II: The Arcade Game,2.23,Ultra Games,Konami,Nintendo,0.21,1.74,0.03,0.25
Battlefield V,2.22,Electronic Arts,EA DICE,Play Station ,0.16,0.8,0.34,0.93
NBA 2K14,2.22,2K Sports,Visual Concepts,Play Station ,0.04,1.45,0.39,0.34
Need for Speed: Hot Pursuit,2.2,Electronic Arts,Criterion Games,X box,0,1.03,0.21,0.96
BioShock 2,2.2,2K Games,2K Marin,X box,0.02,1.45,0.2,0.54
Final Fantasy XIII,2.19,Square Enix,Square Enix,X box,0.01,1.3,0.21,0.67
Pro Evolution Soccer 2012,2.19,Konami,Konami,Play Station ,0.55,0.34,0.32,0.97
Need for Speed: Payback,2.18,Electronic Arts,Ghost Games,Play Station ,0.04,0.62,0.34,1.18
Destiny: The Taken King,2.18,Activision,Bungie,Play Station ,0.05,0.97,0.36,0.8
Need for Speed Rivals,2.17,Electronic Arts,Ghost Games,Play Station ,0.03,0.75,0.35,1.04
PlayStation VR WorlNintendo,2.16,Sony Interactive Entertainment,SIE London Studio,Play Station ,0.09,0.36,0.32,1.4
Syphon Filter 2,2.15,989 Studios,Eidetic,Play Station ,0.02,1.5,0.08,0.55
Battlefield: Hardline,2.15,Electronic Arts,EA DICE,Play Station ,0.14,0.72,0.33,0.97
NBA 2K12,2.13,2K Sports,Visual Concepts,Play Station ,0.05,1.62,0.18,0.27
NBA 2K11,2.11,2K Sports,Visual Concepts,X box,0.01,1.86,0.13,0.12
PES 2009: Pro Evolution Soccer,2.11,Konami,Konami,Play Station ,0.4,0.11,0.26,1.34
Need for Speed: Hot Pursuit 2,2.11,Electronic Arts,EA Seattle,Play Station ,0.02,1.68,0.09,0.31
Need for Speed: Most Wanted 5-1-0,2.09,Electronic Arts,EA Black Box,Play Station,0.02,1.77,0.17,0.13
Finding Nemo,2.09,THQ,Traveller's Tales,Play Station ,0.05,1.26,0.18,0.6
Grand Theft Auto: Episodes from Liberty City,2.09,Rockstar Games,Rockstar North,Play Station ,0.13,0.62,0.34,0.99
Portal 2,2.08,Valve,Valve Software,X box,0.01,1.41,0.17,0.49
Metal Gear Solid: Peace Walker,2.08,Konami,Kojima Productions,Play Station,0.96,0.46,0.25,0.42
Rise of the Tomb Raider,2.07,Square Enix,Crystal Dynamics,Play Station ,0.05,0.61,0.32,1.08
UFC 2009 Undisputed,2.07,THQ,Yuke's Osaka,X box,0,1.48,0.19,0.39
LittleBigPlanet 3,2.06,Sony Computer Entertainment,Sumo Digital,Play Station ,0.01,0.78,0.34,0.93
The Incredibles,2.06,THQ,Helixe,GBA,0.04,1.15,0.1,0.77
Call of Duty 2,2.06,Activision,Infinity Ward,X box,0.01,1.84,0.16,0.04
Hitman: Absolution,2.06,Square Enix,IO Interactive,Play Station ,0.07,0.59,0.32,1.08
Toy Story 3: The Video Game,2.06,Disney Interactive Studios,Avalanche Software,Nintendo,0.02,0.89,0.21,0.95
R4: Ridge Racer Type 4,2.06,Namco,Namco,Play Station ,0.79,0.68,0.13,0.46
Tom Clancy's Splinter Cell: Conviction,2.06,Ubisoft,Ubisoft Montreal,X box,0.04,1.2,0.19,0.62
Need for Speed: Undercover,2.06,Electronic Arts,EA Vancouver,Play Station ,0.05,0.63,0.38,1.01
Need for Speed: ProStreet,2.05,Electronic Arts,EA Black Box,X box,0.01,1.04,0.21,0.79
Dark Souls,2.05,Namco Bandai,From Software,Play Station ,0.54,0.75,0.22,0.53
Middle-Earth: Shadow of War,2.04,Warner Bros. Interactive Entertainment,Monolith Productions,Play Station ,0.06,0.82,0.33,0.84
Need for Speed: ProStreet,2.04,Electronic Arts,EA Black Box,Play Station ,0.04,0.73,0.36,0.91
PGR4 - Project Gotham Racing 4,2.04,Microsoft Game Studios,Bizarre Creations,X box,0.02,0.48,0.25,1.28
Dance Central 2,2.04,Microsoft,Harmonix Music Systems,X box,0.01,1.45,0.16,0.41
Dragon Quest XI: Echoes of an Elusive Age,2.04,Square Enix,Square Enix,Play Station ,1.43,0.29,0.1,0.22
The Sims 3,2.03,Electronic Arts,The Sims Studio,Play Station ,0.02,0.73,0.31,0.96
Need for Speed: The Run,2.01,Electronic Arts,EA Black Box,Play Station ,0.03,0.58,0.35,1.05
Tenchu: Stealth Assassins,1.99,Activision,Acquire,Play Station ,0.27,0.95,0.13,0.64
Harry Potter and the Chamber of Secrets,1.99,Electronic Arts,Eurocom Entertainment Software,GBA,0.05,1.21,0.09,0.64
Just Cause 3,1.98,Square Enix,Avalanche Studios,Play Station ,0.09,0.53,0.3,1.07
Harry Potter and the Chamber of Secrets,1.98,Electronic Arts,Argonaut Games,Play Station ,0.02,0.75,0.12,1.09
BioShock Infinite,1.97,2K Games,Irrational Games,X box,0.02,1.22,0.18,0.55
Resident Evil 6,1.97,Capcom,Capcom,X box,0.07,1.12,0.16,0.61
Dishonored 2,1.97,Bethesda Softworks,Arkane Studios,Play Station ,0.01,0.62,0.31,1.02
Hot Shots Golf: Open Tee,1.96,Sony Computer Entertainment,Clap Hanz,Play Station,0.63,0.5,0.33,0.5
Lego Marvel Super Heroes,1.96,Warner Bros. Interactive Entertainment,Traveller's Tales,Play Station ,0.01,0.77,0.32,0.85
Tom Clancy's Rainbow Six: Vegas,1.95,Ubisoft,Ubisoft Montreal,X box,0.02,1.09,0.2,0.65
Call of Duty: Black Ops 3,1.95,Activision,Treyarch,Play Station ,0.07,0.65,0.3,0.92
Burnout Paradise,1.95,Electronic Arts,Criterion Games,Play Station ,0.02,1.01,0.28,0.63
Forza Horizon,1.94,Microsoft Studios,Playground Games,X box,0.04,0.82,0.16,0.94
FIFA Soccer 09,1.94,Electronic Arts,EA Canada,X box,0.01,0.49,0.18,1.26
Jet Moto 2,1.94,Sony Computer Entertainment,SingleTrac,Play Station ,0.03,1.41,0.07,0.42
Virtua Fighter 2,1.93,Sega,Sega-AM2,SAT,1.3,0.34,0.03,0.26
The Legend of Zelda: Oracle of Ages,1.92,Nintendo,Flagship,GBC,0.41,0.92,0.06,0.53
Need for Speed: Shift,1.91,Electronic Arts,Slightly Mad Studios,X box,0.01,0.73,0.22,0.96
Lego Marvel Super Heroes,1.91,Warner Bros. Interactive Entertainment,Traveller's Tales,Play Station ,0.01,0.59,0.3,1
Star Wars Rogue Leader: Rogue Squadron II,1.9,LucasArts,Factor 5,GC,0.03,1.03,0.09,0.75
Tomb Raider (2013),1.9,Square Enix,Crystal Dynamics,X box,0.01,0.86,0.16,0.87
Batman: Arkham Origins,1.9,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,X box,0,1.15,0.17,0.58
Until Dawn,1.9,Sony Computer Entertainment,Supermassive Games Ltd.,Play Station ,0.06,0.62,0.3,0.92
Monopoly,1.89,Electronic Arts,EA Bright Light,Wii,0,0.86,0.2,0.83
Minecraft,1.89,Mojang,4J Studios,Nintendo,0.52,0.69,0.12,0.56
Ratchet & Clank Future: A Crack in Time,1.89,Sony Computer Entertainment,Insomniac Games,Play Station ,0.03,1.05,0.26,0.55
Madden NFL 09,1.89,EA Sports,EA Tiburon,Play Station ,0,1.56,0.18,0.15
Hot Shots Golf 2,1.88,Sony Computer Entertainment,Clap Hanz,Play Station ,1.48,0.25,0.03,0.12
Medal of Honor: European Assault (All Region sales),1.88,Electronic Arts,EA Los Angeles,Play Station ,0.09,0.89,0.21,0.69
WCW Nitro,1.88,THQ,Inland Productions,Play Station ,0.03,1.42,0.07,0.36
FIFA 2000,1.87,EA Sports,EA Canada,Play Station ,0.04,0.22,0.14,1.47
inFAMOUS 2,1.87,Sony Computer Entertainment,Sucker Punch Productions,Play Station ,0.08,1.05,0.26,0.48
Star Wars: The Force Unleashed,1.86,LucasArts,Krome Studios,Wii,0,1.11,0.19,0.56
The Legend of Zelda: Oracle of Seasons,1.86,Nintendo,Flagship,GBC,0.41,0.87,0.06,0.52
Shrek 2,1.86,Activision,"Luxoflux, Inc.",Play Station ,0.03,1.12,0.02,0.69
The Legend of Dragoon,1.86,Sony Computer Entertainment,SCEI,Play Station ,0.39,0.94,0.1,0.44
The Evil Within,1.86,Bethesda Softworks,Tango Gameworks,Play Station ,0.11,0.56,0.28,0.9
Max Payne 3,1.86,Rockstar Games,Rockstar Vancouver,Play Station ,0.06,0.59,0.27,0.93
Forza Horizon 4,1.84,Microsoft Studios,Playground Games,X box,0.01,0.74,0.15,0.95
Watch Dogs,1.83,Ubisoft,Ubisoft Montreal,Play Station ,0.1,0.56,0.28,0.89
Jet Moto,1.83,Sony Computer Entertainment,SingleTrac,Play Station ,0.03,1.33,0.07,0.4
Sonic & Knuckles,1.82,Sega,Sonic Team,GEN,0.03,1.24,0.12,0.43
BioShock Infinite,1.82,2K Games,Irrational Games,Play Station ,0.04,0.74,0.3,0.74
The Orange Box,1.82,Electronic Arts,Valve Software,X box,0.02,1.09,0.17,0.53
Crazy Taxi,1.81,Sega,Hitmaker,DC,0.12,1.1,0.08,0.51
NBA 2K11,1.81,2K Sports,Visual Concepts,Play Station ,0.03,1.41,0.16,0.21
Sonic Advance 2,1.8,Sega,Dimps Corporation / Sonic Team,GBA,0.21,0.93,0.07,0.59
The Lion King,1.79,Virgin Interactive,Westwood Studios,SNES,0.08,1.26,0.06,0.39
The Crew,1.79,Ubisoft,Ubisoft Reflections,Play Station ,0.03,0.44,0.27,1.04
The Getaway: Black Monday,1.78,Sony Computer Entertainment,Team Soho,Play Station ,0.02,0.39,0.36,1.01
UFC 2009 Undisputed,1.76,THQ,Yuke's Osaka,Play Station ,0.01,1.07,0.24,0.45
Dragon's Dogma,1.76,Capcom,Capcom,Play Station ,0.72,0.41,0.16,0.48
Sonic the Hedgehog 3,1.76,Sega,Sonic Team,GEN,0.2,1.02,0.07,0.47
Star Wars: Starfighter,1.76,LucasArts,LucasArts,Play Station ,0.02,0.61,0.26,0.87
Just Cause 2,1.75,Square Enix,Avalanche Studios,Play Station ,0.06,0.45,0.32,0.92
Pro Evolution Soccer,1.75,Konami,Konami Computer Entertainment Tokyo,Play Station ,0.53,0.06,0.27,0.9
For Honor,1.75,Ubisoft,Ubisoft Montreal,Play Station ,0.07,0.73,0.28,0.66
FIFA Soccer 08,1.75,EA Sports,EA Canada,Play Station ,0.02,0.35,0.31,1.07
Dance Dance Revolution X,1.75,Konami,Konami Computer Entertainment Tokyo,Play Station ,0.01,0.85,0.22,0.66
Star Wars Episode I: The Phantom Menace,1.74,LucasArts,Big Ape Productions,Play Station ,0.04,0.72,0.1,0.89
Shadow of the Tomb Raider,1.74,Square Enix,Eidos Montreal,Play Station ,0.06,0.59,0.27,0.82
Harry Potter and the Sorcerer's Stone,1.73,Electronic Arts,Griptonite Games,GB,0.1,0.94,0.07,0.62
Dishonored,1.72,Bethesda Softworks,Arkane Studios,X box,0.01,1.06,0.15,0.5
Titanfall 2,1.72,Electronic Arts,Respawn Entertainment,Play Station ,0.06,0.75,0.28,0.62
Call of Duty Black Ops: Declassified,1.71,Activision,Nihilistic,Play Station,0.07,0.74,0.38,0.52
Portal 2,1.71,Valve,Valve Software,Play Station ,0.02,0.83,0.24,0.62
FIFA Soccer 10,1.7,EA Sports,EA Canada,Play Station ,0,0.23,1.23,0.24
Hitman: Absolution,1.7,Square Enix,IO Interactive,X box,0.01,0.68,0.13,0.88
SOCOM 3: U.S. Navy SEALs,1.69,Sony Computer Entertainment,Zipper Interactive,Play Station ,0.04,1.22,0.1,0.34
Saints Row IV,1.69,Deep Silver,Volition Inc.,X box,0.01,1.01,0.15,0.51
Cooking Mama 3: Shop & Chop,1.69,505 Games,Cooking Mama Ltd.,Nintendo,0.08,0.79,0.17,0.66
Need for Speed: Undercover,1.69,Electronic Arts,EA Vancouver,X box,0.01,0.8,0.18,0.7
WCW vs. nWo: World Tour,1.69,THQ,Aki Corp.,Nintendo,0.03,1.37,0.02,0.28
Harry Potter and the Sorcerer's Stone,1.69,Electronic Arts,Griptonite Games,GBA,0.08,0.87,0.08,0.66
Far Cry 4,1.68,Ubisoft,Ubisoft Montreal,X box,0.02,0.85,0.14,0.68
Saints Row 2,1.68,THQ,Volition Inc.,Play Station ,0.02,0.88,0.24,0.54
Time Crisis,1.68,Namco,Namco,Play Station ,0.33,0.38,0.1,0.87
Dragon Age: Origins,1.67,Electronic Arts,BioWare Edmonton,Play Station ,0.08,0.96,0.21,0.42
"Monsters, Inc.",1.67,THQ,Artificial Mind and Movement,GBA,0.03,0.59,0.1,0.95
Tony Hawk's Pro Skater 3,1.67,Activision,Neversoft,Play Station ,0.02,1.09,0.07,0.49
PGR: Project Gotham Racing 2,1.67,Microsoft Game Studios,Bizarre Creations,X box,0.04,0.97,0.07,0.59
Destiny,1.67,Activision,Bungie,Play Station ,0.13,0.69,0.26,0.59
Fight Night Round 3,1.67,EA Sports,EA Chicago,Play Station ,0.01,0.81,0.26,0.58
SSX,1.66,EA Sports BIG,EA Canada,Play Station ,0.06,0.78,0.2,0.61
NBA Live 2003,1.66,EA Sports,EA Canada,Play Station ,0.03,1.25,0.22,0.15
MySims,1.65,Electronic Arts,EA Redwood Shores,Wii,0.04,0.9,0.17,0.54
Need for Speed Carbon,1.65,Electronic Arts,EA Black Box,X box,0.02,0.76,0.18,0.69
Persona 5,1.64,Atlus,Atlus,Play Station ,0.48,0.62,0.2,0.34
Army of Two,1.64,Electronic Arts,EA Montreal,X box,0.02,1.09,0.16,0.37
Max Payne 3,1.63,Rockstar Games,Rockstar Vancouver,X box,0.01,0.86,0.13,0.62
Ape Escape,1.63,Sony Computer Entertainment,SCE Japan Studio,Play Station ,0.32,0.71,0.11,0.48
Kinectimals,1.62,Microsoft Game Studios,Frontier Studio,X box,0,1.02,0.14,0.46
Uncharted: Golden Abyss,1.62,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,Play Station,0.13,0.53,0.25,0.71
Tony Hawk's American Wasteland (Old all region sales),1.62,Activision,Neversoft Entertainment,Play Station ,0.01,0.8,0.19,0.63
The Order: 1886,1.62,Sony Computer Entertainment,Ready at Dawn,Play Station ,0.07,0.44,0.25,0.86
Wolfenstein: The New Order,1.61,Bethesda Softworks,MachineGames,Play Station ,0.03,0.48,0.25,0.84
Rage,1.6,Bethesda Softworks,id Software,X box,0.03,0.82,0.15,0.6
Just Cause 2,1.6,Square Enix,Avalanche Studios,X box,0.02,0.59,0.17,0.83
Sonic Generations,1.59,Sega,Sonic Team,Play Station ,0.02,0.6,0.25,0.72
Far Cry 2,1.59,Ubisoft,Ubisoft Montreal,X box,0.02,0.72,0.18,0.69
Soul Blade,1.59,Namco,Namco,Play Station ,0.46,0.61,0.1,0.41
Pro Evolution Soccer 2008,1.59,Konami,Konami,Play Station ,0.32,0.04,0.13,1.1
Dance Dance Revolution: Hottest Party 2,1.58,Konami,Bemani,Wii,0.01,0.94,0.15,0.48
Devil May Cry 4,1.58,Capcom,Capcom,Play Station ,0.34,0.58,0.2,0.45
Pro Evolution Soccer 2010,1.57,Konami,Konami,Play Station ,0.12,0.1,1.16,0.18
MySims Kingdom,1.56,Electronic Arts,EA Redwood Shores,Nintendo,0.01,0.8,0.16,0.59
BioShock 2,1.55,2K Games,2K Marin,Play Station ,0.02,0.85,0.22,0.46
Dishonored,1.55,Bethesda Softworks,Arkane Studios,Play Station ,0.04,0.72,0.26,0.54
007: The World is Not Enough,1.55,Electronic Arts,Eurocom Entertainment Software,Nintendo,0.02,1.13,0.03,0.38
Spider-Man 2: Enter: Electro,1.55,Activision,Vicarious Visions,Play Station ,0.02,0.57,0.09,0.87
Need for Speed: Most Wanted (2012),1.54,Electronic Arts,Criterion Games,X box,0.01,0.62,0.12,0.79
Go Vacation,1.54,Namco Bandai,Namco Bandai Games,Wii,0.33,0.42,0.13,0.66
NBA 2K14,1.54,2K Sports,Visual Concepts,Play Station ,0.01,0.91,0.27,0.35
Dark Cloud,1.54,Sony Computer Entertainment,Level 5,Play Station ,0.08,0.83,0.19,0.44
Disney Fairies: Tinker Bell,1.52,Disney Interactive Studios,Hyde,Nintendo,0.01,0.85,0.15,0.51
Pro Evolution Soccer 2013,1.52,Konami Digital Entertainment,Konami,Play Station ,0.49,0.18,0.2,0.65
Xevious,1.52,Namco,Namco,Nintendo,1.27,0.18,0.01,0.06
Forza Motorsport 7,1.52,Microsoft Studios,Turn 10 Studios,X box,0.01,0.58,0.12,0.81
Super Monkey Ball 2,1.52,Sega,Amusement Vision,GC,0.06,1.11,0.04,0.31
MySims Kingdom,1.52,Electronic Arts,EA Redwood Shores,Wii,0.01,0.7,0.16,0.64
Tomb Raider: Definitive Edition,1.51,Square Enix,Crystal Dynamics,Play Station ,0.06,0.47,0.23,0.74
Call of Duty 3,1.51,Activision,Treyarch,Play Station ,0.03,0.6,0.26,0.63
SoulCalibur II,1.5,Namco,Namco,GC,0.11,0.99,0.08,0.32
Tokyo Xtreme Racer Zero,1.5,Crave Entertainment,Genki,Play Station ,0.15,0.66,0.17,0.52
Metal Gear Rising: Revengeance,1.5,Konami Digital Entertainment,PlatinumGames,Play Station ,0.44,0.47,0.18,0.41
Madden NFL 2001,1.5,EA Sports,EA Sports,Play Station ,0.05,1.19,0.2,0.07
Tom Clancy's Ghost Recon: Future Soldier,1.48,Ubisoft,Ubisoft Paris,X box,0.02,0.94,0.13,0.4
007: Quantum of Solace,1.48,Activision,Treyarch,X box,0.01,0.82,0.14,0.51
Assassin's Creed III: Liberation,1.48,Ubisoft,Ubisoft,Play Station,0.06,0.53,0.32,0.57
Minecraft,1.47,Mojang,4J Studios,WiiU,0.38,0.5,0.09,0.49
Dying Light,1.47,Warner Bros. Interactive Entertainment,Techland,X box,0.01,1.01,0.14,0.31
Fight Night Round 3,1.47,EA Sports,EA Chicago,X box,0.01,1.33,0.1,0.03
Forza Horizon 2,1.46,Microsoft Studios,Playground Games,X box,0.01,0.56,0.11,0.79
Super Monkey Ball,1.46,Sega,Amusement Vision,GC,0.1,0.95,0.04,0.37
Wall-E,1.46,THQ,Heavy Iron Studios,Nintendo,0,0.46,0.17,0.82
WCW vs the World,1.46,THQ,Aki Corp.,Play Station ,0.04,1.17,0.05,0.2
Mass Effect 3,1.46,Electronic Arts,BioWare,Play Station ,0.03,0.65,0.2,0.58
Battlefield: Bad Company,1.46,Electronic Arts,EA Digital Illusions CE,X box,0.04,0.81,0.15,0.46
Mass Effect 2,1.46,Electronic Arts,BioWare Edmonton,Play Station ,0.03,0.78,0.18,0.46
Homefront,1.46,THQ,Kaos Studios,X box,0.02,0.83,0.12,0.48
WWF No Mercy,1.5,THQ,Aki Corp.,Nintendo,0.02,1.2,0.02,0.27
Pac-Man World,1.5,Namco,Namco,Play Station ,0.1,1.21,0.04,0.14
Mafia II,1.49,2K Games,Illusion Softworks,Play Station ,0.04,0.5,0.25,0.7
Dead Rising 2,1.49,Capcom,Blue Castle Games,X box,0.09,0.75,0.13,0.53
Resistance 3,1.49,Sony Computer Entertainment,Insomniac Games,Play Station ,0.05,0.64,0.22,0.57
Namco Museum 64,1.45,Namco,Mass Media,Nintendo,0.03,1.24,0.01,0.17
The House of the Dead 2 & 3 Return,1.45,Sega,Sega,Wii,0.03,0.77,0.15,0.5
BioShock,1.44,2K Games,2K Boston / 2K Australia / 2K Marin,Play Station ,0.01,0.75,0.21,0.48
WWE SmackDown vs Raw 2008,1.43,THQ,Yuke's Media Creations,X box,0,0.92,0.13,0.38
Kinect Joy Ride,1.43,Microsoft Game Studios,Big Park,X box,0,0.92,0.12,0.39
Middle-Earth: Shadow of Mordor,1.42,Warner Bros. Interactive Entertainment,Monolith Productions,X box,0.01,0.77,0.12,0.52
Medal of Honor: Warfighter,1.42,Electronic Arts,Danger Close Games,Play Station ,0.06,0.49,0.23,0.64
UFC Undisputed 2010,1.42,THQ,Yuke's Future Media Creators,Play Station ,0.02,0.8,0.19,0.4
Rayman Raving RabbiNintendo,1.42,Ubisoft,Ubisoft Montpellier,Wii,0.02,1.22,0.11,0.07
The Lion King,1.41,Virgin Interactive,Westwood Studios,GEN,0.03,0.97,0.05,0.37
Need for Speed: Undercover,1.4,Electronic Arts,EA Vancouver,Play Station ,0.03,0.38,0.93,0.08
Sonic Advance 3,1.4,THQ,Dimps Corporation / Sonic Team,GBA,0.08,0.74,0.06,0.52
Colin McRae Rally 3,1.4,Codemasters,Codemasters,Play Station ,0.02,0.03,0.3,1.05
The Sims 4,1.39,Electronic Arts,Maxis,Play Station ,0.01,0.44,0.22,0.72
Street Fighter V,1.39,Capcom,Capcom,Play Station ,0.12,0.64,0.22,0.42
Sonic Generations,1.39,Sega,Sonic Team,X box,0,0.71,0.13,0.54
Teenage Mutant Ninja Turtles III: The Manhattan Project,1.39,Konami,Konami,Nintendo,0.15,1.05,0.02,0.17
Far Cry 2,1.38,Ubisoft,Ubisoft Montreal,Play Station ,0.01,0.43,0.26,0.69
Deus Ex: Human Revolution,1.38,Square Enix,Eidos Montreal,X box,0.02,0.77,0.12,0.47
Deus Ex: Human Revolution,1.38,Square Enix,Eidos Montreal,Play Station ,0.07,0.5,0.22,0.6
Titanfall,1.38,Electronic Arts,Respawn Entertainment,X box,0.02,0.88,0.13,0.35
LittleBigPlanet PS Vita,1.38,Sony Computer Entertainment,Media Molecule,Play Station,0.02,0.36,0.31,0.69
Crysis 2,1.37,Electronic Arts,Crytek,X box,0.02,0.73,0.13,0.5
Dead Rising 2,1.37,Capcom,Blue Castle Games,Play Station ,0.15,0.43,0.22,0.57
NBA 2K15,1.37,2K Sports,Visual Concepts,Play Station ,0.02,0.89,0.24,0.22
Ridge Racer 7,1.37,Namco Bandai,Namco Bandai,Play Station ,0.16,0.24,0.26,0.7
Need for Speed: The Run,1.37,Electronic Arts,EA Black Box,X box,0,0.63,0.16,0.57
Wolfenstein II: The New Colossus,1.36,Bethesda Softworks,MachineGames,Play Station ,0.01,0.55,0.22,0.58
Gradius,1.36,Konami,Konami,Nintendo,1,0.27,0.01,0.08
Gardening Mama,1.36,Majesco,Taito Corporation,Nintendo,0.01,0.79,0.13,0.42
Marvel vs. Capcom 3: Fate of Two WorlNintendo,1.36,Capcom,Capcom,Play Station ,0.11,0.81,0.15,0.28
FIFA 17,1.36,Electronic Arts,EA Canada,Play Station ,0.04,0.14,0.2,0.98
